rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
1295,64,C,high,NextHome Yvette Sloan,real estate agent,Middletown,(707) 987-2003,,Has a site; high-fit niche; has phone,"Hi, I help Middletown real estate agents like NextHome Yvette Sloan get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.nexthomeyvettesloan.com,13a8c291-6196-46a5-9586-dd59dcc2803f
1296,64,C,high,Timothy Toye & Associates,real estate agent,Cobb,(707) 928-6404,,Has a site; high-fit niche; has phone,"Hi, I help Cobb real estate agents like Timothy Toye & Associates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakecounty-realestate.com/,31303d45-5d8b-4508-bbb1-1c1e0233a031
1297,64,C,high,Grillagan's Island,restaurant,Lucerne,(707) 461-9925,,Has a site; high-fit niche; has phone,"Hi, I help Lucerne restaurants like Grillagan's Island get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://grillagansisland.com/,478116dd-bfaa-40c8-955c-09965e4653d3
1298,64,C,high,Northern California Bistronomy Center,restaurant,Pope Valley,(415) 205-4239,,Has a site; high-fit niche; has phone,"Hi, I help Pope Valley restaurants like Northern California Bistronomy Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.norcalbistronomy.com,90fe679a-31fb-4c82-9566-3587ec48f888
1299,64,C,high,Nutribiotic,restaurant,Lakeport,(707) 263-0411,,Has a site; high-fit niche; has phone,"Hi, I help Lakeport restaurants like Nutribiotic get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.nutribiotic.com/,084e4d57-a193-4285-9dab-e712a9f9dc55
1300,64,C,high,Santi,restaurant,Geyserville,(707) 857-1790,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville restaurants like Santi get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.tavernasanti.com/,7274764c-d5e0-40b2-865b-c23e0ca4e933
1301,64,C,high,Curtis Edward's Roofing,roofing,Hidden Valley Lake,(707) 900-1517,,Has a site; high-fit niche; has phone,"Hi, I help Hidden Valley Lake roofings like Curtis Edward's Roofing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.roofinghiddenvalleylakeca.com/,8ebd6c2f-6e8c-4afb-ba82-6e3d672f4c38
1302,64,C,high,Taco Bell,taco restaurant,Clearlake,(707) 995-1171,,Has a site; high-fit niche; has phone,"Hi, I help Clearlake taco restaurants like Taco Bell get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://locations.tacobell.com/ca/clearlake/15115-lakeshore-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016929&utm_content=website&y_source=1_NjE0NjE1My00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,684011ff-0a73-490d-947c-a55de0d3e705
1303,64,C,high,"Marlene Wentz, EA & Associates",tax services,Clearlake,(707) 995-2388,,Has a site; high-fit niche; has phone,"Hi, I help Clearlake tax servicess like Marlene Wentz, EA & Associates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://marlenewentz.com/,9f6cd750-2e8c-4e18-9217-65d0537ab637
1304,64,C,high,Mummy's Kitchen,thai restaurant,Geyserville,(707) 857-4747,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville thai restaurants like Mummy's Kitchen get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.isisoasis.org,57dbf274-6da8-4fa8-8901-75b942862209
1305,64,C,high,Carlton Tire,tire shop,Lakeport,(707) 533-8733,,Has a site; high-fit niche; has phone,"Hi, I help Lakeport tire shops like Carlton Tire get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.carltoncoopertires.com/,d1fd5565-ca47-4a12-ab78-6c0d80241b4a
1306,64,C,high,Lakeport Rentals,vacation rental agents,Lakeport,(650) 218-5664,,Has a site; high-fit niche; has phone,"Hi, I help Lakeport vacation rental agentss like Lakeport Rentals get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://lakeportrentals.com/,2ba8f018-e49c-43aa-9a18-543fbe2c17c0
1307,64,C,high,Lake County Arts Council,venue and event space,Lakeport,(707) 263-6658,,Has a site; high-fit niche; has phone,"Hi, I help Lakeport venue and event spaces like Lake County Arts Council get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://lakearts.org/,f6d1a410-6f29-4da3-955e-f1025b5b7622
1308,64,C,high,The Ranch at Lake Sonoma,venue and event space,Geyserville,(707) 494-4449,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville venue and event spaces like The Ranch at Lake Sonoma get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.theranchatlakesonoma.com/,a2c1813d-26a0-47ff-99b0-e90db0288d9c
1309,64,C,high,Pendleton Estate Vineyards & Winery,wine bar,Cloverdale,(707) 894-3732,,Has a site; high-fit niche; has phone,"Hi, I help Cloverdale wine bars like Pendleton Estate Vineyards & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.pendletonwines.com,ae57ce4e-400f-4d09-bcc7-f0aa32a826ed
1310,64,C,high,Rancho Maria Wines,wine bar,Geyserville,(707) 215-5000,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville wine bars like Rancho Maria Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ranchomaria.com/,8a5bb4a2-8dbc-48d5-a352-dbd1df8301c6
1311,64,C,high,Simoneau Vineyards,wine bar,Healdsburg,(707) 921-2722,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine bars like Simoneau Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.simoneauvineyards.com,6bfa20b2-0154-439b-a259-bbbf6b9b6a37
1312,64,C,high,Wattle Creek Winery,wine bar,Cloverdale,(707) 894-5166,,Has a site; high-fit niche; has phone,"Hi, I help Cloverdale wine bars like Wattle Creek Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.wattlecreek.com/,ccd2744b-d3fb-4c66-8213-0b26ea1246bb
1313,64,C,high,Family Wineries Dry Creek,wine tasting room,Healdsburg,(888) 433-6555,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine tasting rooms like Family Wineries Dry Creek get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.familywineriesdrycreek.com/,d73a2af0-0df3-4a3e-827c-c7c8825d3f25
1314,64,C,high,Silver Oak Cellars,wine tasting room,Healdsburg,(707) 942-7082,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg wine tasting rooms like Silver Oak Cellars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.silveroak.com/visit-us/alexander-valley/,266d9f1b-c0dc-41f8-b6e4-8600f22c817c
1315,64,C,high,Alexander Valley Vineyards Winery,winery,Healdsburg,(707) 433-7209,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Alexander Valley Vineyards Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.avvwine.com/,df4f9b94-0279-475a-b54d-dc58777067e2
1316,64,C,high,Amphora Winery,winery,Healdsburg,(707) 431-7767,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Amphora Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.amphorawines.com,4f6b4154-c7a8-4c86-bdac-9c27d71d64ec
1317,64,C,high,Bannister Wines,winery,Geyserville,(707) 387-0124,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville winerys like Bannister Wines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",bannisterwines.com,f548efb6-b249-4a33-b9fe-b4d0890cf0dc
1318,64,C,high,Blue Rock Vineyard,winery,Cloverdale,(707) 486-9661,,Has a site; high-fit niche; has phone,"Hi, I help Cloverdale winerys like Blue Rock Vineyard get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bluerockvineyard.com,4607490f-15ca-4b27-aa05-335ce2d4a2ae
1319,64,C,high,Brutocao Cellars (production/deliveries),winery,Hopland,(707) 744-1066,,Has a site; high-fit niche; has phone,"Hi, I help Hopland winerys like Brutocao Cellars (production/deliveries) get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.brutocaocellars.com,bb0ed5aa-f7e5-4e8c-9979-8707d4960622
1320,64,C,high,Capo Creek Winery,winery,Healdsburg,(707) 608-8448,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Capo Creek Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://capocreekranch.com,cbd8506f-d5bf-4dd5-88e0-a9ea4ff3d045
1321,64,C,high,Forchini Vineyards & Winery,winery,Healdsburg,(707) 431-8886,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Forchini Vineyards & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",forchini.com,5444aa84-d700-4a3b-be7e-73977b977ada
1322,64,C,high,Hoot Owl Creek Vineyards,winery,Healdsburg,(707) 433-1094,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Hoot Owl Creek Vineyards get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://hootowlcreekvineyards.com,f0facf74-aa09-4c83-b435-76f92fe9b40b
1323,64,C,high,"Jessie Walker, Realtor",winery,Lakeport,(707) 245-0929,,Has a site; high-fit niche; has phone,"Hi, I help Lakeport winerys like Jessie Walker, Realtor get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mylakecountyca.com/,dc89a563-092a-4735-84ea-8e2ccdf5a79b
1324,64,C,high,Jordan Vineyard & Winery,winery,Healdsburg,(707) 431-5250,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Jordan Vineyard & Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",www.meolavineyards.com,d35e33bb-d0e9-4e9c-94bf-9463c21062cb
1325,64,C,high,Laujor Estate Winery,winery,Kelseyville,(707) 349-8236,,Has a site; high-fit niche; has phone,"Hi, I help Kelseyville winerys like Laujor Estate Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.laujorestate.com,df380773-48e5-4ccd-a711-2b613feb855c
1326,64,C,high,Papapietro Perry Winery,winery,Healdsburg,(707) 433-0422,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Papapietro Perry Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://papapietro-perry.com,45c2c164-785c-4220-b408-cf86ac83393b
1327,64,C,high,Pedroncelli Winery,winery,Geyserville,(707) 857-3531,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville winerys like Pedroncelli Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.pedroncelli.com,d4031189-f611-44e9-9fa5-89d102a7876d
1328,64,C,high,Peter Michael Winery,winery,Calistoga,(707) 942-3200,,Has a site; high-fit niche; has phone,"Hi, I help Calistoga winerys like Peter Michael Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.petermichaelwinery.com,fafd0e53-8566-4b0d-804f-103a1638a431
1329,64,C,high,Peterson Winery,winery,Healdsburg,(707) 431-7568,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Peterson Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.petersonwinery.com,2a7122ec-5014-44e4-b791-7896d99360c3
1330,64,C,high,Preston Farm And Winery,winery,Healdsburg,(707) 433-3372,,Has a site; high-fit niche; has phone,"Hi, I help Healdsburg winerys like Preston Farm And Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://prestonofdrycreek.com,a23436d6-6444-4b81-8850-deb0cd9e1620
1331,64,C,high,Robert Young Estate Winery,winery,Geyserville,(707) 431-4811,,Has a site; high-fit niche; has phone,"Hi, I help Geyserville winerys like Robert Young Estate Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://ryew.com,7f41631c-861e-4bf3-aea5-1b52258d9c1d
1332,64,C,high,Six Sigma Ranch And Winery,winery,Lower Lake,(707) 994-4068,,Has a site; high-fit niche; has phone,"Hi, I help Lower Lake winerys like Six Sigma Ranch And Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.sixsigmaranch.com,a055fb4f-80dd-4e2b-8e4a-f428a2ed69c4
1333,64,C,high,Terrill Cellars Winery,winery,Lower Lake,(707) 252-8444,,Has a site; high-fit niche; has phone,"Hi, I help Lower Lake winerys like Terrill Cellars Winery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.terrillcellars.com,242d7999-e012-4693-bab3-40b15ba90d9b
